DATE,TIME,NAME,AREA,FEE,DOSE 1,VACCINE
01-06-2021,11:16:48,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:17:03,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:17:19,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:17:34,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:21:54,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:22:10,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:22:26,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:22:41,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:34:52,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:35:07,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:35:23,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:35:39,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:38:57,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:39:13,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:39:28,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:39:44,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:46:05,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,100,COVAXIN
01-06-2021,11:46:20,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,100,COVAXIN
01-06-2021,11:46:36,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,100,COVAXIN
01-06-2021,11:47:07,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,2,COVAXIN
01-06-2021,11:47:07,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,77,COVAXIN
01-06-2021,11:47:07,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:47:07,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:47:23,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,2,COVAXIN
01-06-2021,11:47:23,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,77,COVAXIN
01-06-2021,11:47:23,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:47:23,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:47:40,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,2,COVAXIN
01-06-2021,11:47:40,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,77,COVAXIN
01-06-2021,11:47:40,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:47:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:47:57,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,28,COVAXIN
01-06-2021,11:47:57,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,11:47:57,Apollo Mains Greams,Teynampet,Paid,3,COVAXIN
01-06-2021,11:47:57,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:47:57,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:13,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,28,COVAXIN
01-06-2021,11:48:14,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,11:48:14,Apollo Mains Greams,Teynampet,Paid,3,COVAXIN
01-06-2021,11:48:14,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:14,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:30,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,28,COVAXIN
01-06-2021,11:48:30,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,11:48:30,Apollo Mains Greams,Teynampet,Paid,3,COVAXIN
01-06-2021,11:48:30,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:30,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:47,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,28,COVAXIN
01-06-2021,11:48:47,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,2,COVAXIN
01-06-2021,11:48:47,Apollo Mains Greams,Teynampet,Paid,3,COVAXIN
01-06-2021,11:48:47,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:48:47,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,11:49:04,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,3,COVAXIN
01-06-2021,11:49:20,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,3,COVAXIN
01-06-2021,11:49:36,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,3,COVAXIN
01-06-2021,11:49:51,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,3,COVAXIN
01-06-2021,11:50:07,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:50:23,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:50:38,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,11:51:09,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:51:24,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:51:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:51:56,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:52:11,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:52:27,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:52:42,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,11:53:59,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:54:29,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:54:45,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:57:02,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:57:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:57:33,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,11:57:49,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,12:00:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,12:00:22,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,12:00:38,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,12:00:53,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,12:08:16,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:08:32,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:08:47,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:19:12,Apollo Mains Greams,Teynampet,Paid,2,COVAXIN
01-06-2021,12:19:27,Apollo Mains Greams,Teynampet,Paid,2,COVAXIN
01-06-2021,12:19:43,Apollo Mains Greams,Teynampet,Paid,2,COVAXIN
01-06-2021,12:19:59,Apollo Mains Greams,Teynampet,Paid,2,COVAXIN
01-06-2021,12:24:18,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:24:18,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,12:24:34,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:24:34,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,12:24:50,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:24:50,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,12:25:06,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,12:25:06,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,12:33:29,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,12:33:45,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,12:34:00,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,13:06:43,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:06:59,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:07:14,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:07:30,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:12:48,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,6,COVAXIN
01-06-2021,13:13:04,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,6,COVAXIN
01-06-2021,13:13:19,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,6,COVAXIN
01-06-2021,13:13:35,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,6,COVAXIN
01-06-2021,13:13:50,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:14:06,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:14:21,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:14:38,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,13:18:58,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,13:19:14,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,13:19:29,Kavery Hospital-Covaxin,Teynampet,Paid,2,COVAXIN
01-06-2021,13:59:27,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,13:59:43,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,13:59:59,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:02:31,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:02:31,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:02:47,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:02:47,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:03:03,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:03:03,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:10:24,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:10:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:10:55,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:11:11,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:23:36,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:23:52,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:24:08,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:24:23,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,14:44:56,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,14:45:11,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,14:45:27,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:02:57,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:03:13,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:03:29,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:03:44,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:33:33,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:33:49,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:34:04,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:34:20,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:34:35,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:34:51,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:35:07,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:35:22,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:35:38,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:35:53,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:36:09,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:36:24,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:39:41,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:39:57,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:40:13,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:40:28,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:45:50,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:46:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:46:22,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:46:37,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:49:54,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,15:50:10,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,15:50:25,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,15:50:41,Apollo Spectra-Alwarpet-CVXIN,Teynampet,Paid,1,COVAXIN
01-06-2021,15:51:58,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:52:13,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:52:29,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:52:44,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,15:55:55,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:56:10,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:56:26,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,15:56:41,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,16:00:00,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:00:15,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:00:31,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:00:46,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:05:06,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,16:05:21,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,16:05:37,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,16:05:52,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,16:09:10,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,16:09:25,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,16:09:41,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,16:09:56,APOLLO MEDICAL CENTRE KOTTURPU,Adyar,Paid,1,COVAXIN
01-06-2021,16:45:40,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,16:45:57,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,16:46:13,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,16:46:28,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,16:47:44,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,2,COVAXIN
01-06-2021,16:47:44,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,2,COVAXIN
01-06-2021,16:48:00,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,2,COVAXIN
01-06-2021,16:48:00,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,2,COVAXIN
01-06-2021,16:48:16,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,2,COVAXIN
01-06-2021,16:48:16,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,2,COVAXIN
01-06-2021,16:48:32,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,2,COVAXIN
01-06-2021,16:48:32,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,2,COVAXIN
01-06-2021,16:51:50,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,16:52:05,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,16:52:21,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,16:52:36,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,16:55:54,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:56:09,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:56:25,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:56:40,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,16:59:57,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:00:13,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:00:28,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:00:44,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:00:59,B M Hospitals,Alandur,Paid,250,COVAXIN
01-06-2021,17:01:15,B M Hospitals,Alandur,Paid,250,COVAXIN
01-06-2021,17:01:30,B M Hospitals,Alandur,Paid,250,COVAXIN
01-06-2021,17:01:46,B M Hospitals,Alandur,Paid,250,COVAXIN
01-06-2021,17:02:01,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,17:02:01,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:02:01,B M Hospitals,Alandur,Paid,203,COVAXIN
01-06-2021,17:02:01,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:02:18,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,17:02:18,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:02:18,B M Hospitals,Alandur,Paid,203,COVAXIN
01-06-2021,17:02:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:02:35,Apollo Spec Hosp OMR COVAXIN,Perungudi,Paid,1,COVAXIN
01-06-2021,17:02:35,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:02:35,B M Hospitals,Alandur,Paid,203,COVAXIN
01-06-2021,17:02:35,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:02:51,B M Hospitals,Alandur,Paid,128,COVAXIN
01-06-2021,17:02:51,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:02:51,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:03:08,B M Hospitals,Alandur,Paid,128,COVAXIN
01-06-2021,17:03:08,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:03:08,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:03:24,B M Hospitals,Alandur,Paid,128,COVAXIN
01-06-2021,17:03:24,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:03:24,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:03:40,B M Hospitals,Alandur,Paid,128,COVAXIN
01-06-2021,17:03:40,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:03:40,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:03:56,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:03:56,B M Hospitals,Alandur,Paid,81,COVAXIN
01-06-2021,17:04:12,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:04:12,B M Hospitals,Alandur,Paid,81,COVAXIN
01-06-2021,17:04:28,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:04:28,B M Hospitals,Alandur,Paid,81,COVAXIN
01-06-2021,17:04:44,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:04:44,B M Hospitals,Alandur,Paid,81,COVAXIN
01-06-2021,17:05:00,B M Hospitals,Alandur,Paid,54,COVAXIN
01-06-2021,17:05:15,B M Hospitals,Alandur,Paid,54,COVAXIN
01-06-2021,17:05:31,B M Hospitals,Alandur,Paid,54,COVAXIN
01-06-2021,17:05:46,B M Hospitals,Alandur,Paid,54,COVAXIN
01-06-2021,17:06:02,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:06:02,B M Hospitals,Alandur,Paid,23,COVAXIN
01-06-2021,17:06:02,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:06:18,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:06:18,B M Hospitals,Alandur,Paid,23,COVAXIN
01-06-2021,17:06:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:06:34,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:06:34,B M Hospitals,Alandur,Paid,23,COVAXIN
01-06-2021,17:06:34,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:07:51,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:08:06,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:08:22,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:08:38,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:11:10,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:11:26,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:11:42,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:11:57,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:12:13,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:12:28,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:12:44,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:12:59,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:13:15,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:13:30,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:13:46,B M Hospitals,Alandur,Paid,1,COVAXIN
01-06-2021,17:14:01,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:14:01,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:01,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:18,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:14:18,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:18,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:35,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:14:35,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:35,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:51,B M Hospitals,Alandur,Paid,2,COVAXIN
01-06-2021,17:14:51,Apollo Mains Greams,Teynampet,Paid,1,COVAXIN
01-06-2021,17:14:51,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
01-06-2021,17:15:07,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:15:23,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:15:39,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:15:54,APOLLO MEDICAL CENTRE COVAXIN,Anna Nagar,Paid,1,COVAXIN
01-06-2021,17:16:10,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,150,COVAXIN
01-06-2021,17:16:25,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,150,COVAXIN
01-06-2021,17:16:41,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,150,COVAXIN
01-06-2021,17:17:11,B M Hospitals,Alandur,Paid,4,COVAXIN
01-06-2021,17:17:11,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,116,COVAXIN
01-06-2021,17:17:27,B M Hospitals,Alandur,Paid,4,COVAXIN
01-06-2021,17:17:27,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,116,COVAXIN
01-06-2021,17:17:43,B M Hospitals,Alandur,Paid,4,COVAXIN
01-06-2021,17:17:43,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,116,COVAXIN
01-06-2021,17:17:59,B M Hospitals,Alandur,Paid,7,COVAXIN
01-06-2021,17:17:59,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,1,COVAXIN
01-06-2021,17:17:59,Apollo Childrens HOS Covaxin,Tondiarpet,Paid,63,COVAXIN
01-06-2021,17:17:59,Kavery Hospital-Covaxin,Teynampet,Paid,1,COVAXIN
